Datetime,Temperature
2012-01-17 03:00:00+00:00,29.8
2012-01-20 06:00:00+00:00,23.5
2012-02-28 06:00:00+00:00,42.3
2012-02-28 12:00:00+00:00,42.4
2012-03-29 09:00:00+00:00,61.2
2012-05-18 03:00:00+00:00,75.2
2012-05-20 06:00:00+00:00,81.9
2012-05-27 06:00:00+00:00,83.5
2012-06-01 00:00:00+00:00,62.2
2012-06-17 06:00:00+00:00,84.6
2012-06-18 03:00:00+00:00,78.1
2012-07-02 21:00:00+00:00,69.1
2012-07-09 03:00:00+00:00,74.5
2012-07-26 06:00:00+00:00,84.6
2012-08-23 15:00:00+00:00,70.9
2012-08-23 21:00:00+00:00,63.3
2012-12-18 06:00:00+00:00,34.5
2012-12-18 12:00:00+00:00,28.0
