coefficients,original_coefficients,savings_coefficients
beta_base,0.3165835421495443,0.3165835421495443
beta_cdd,0.011500654859444999,0.011500654859444999
beta_betc,7.313455770330008,18.77163697
beta_hdd,0.010679777570547404,0.006179258
beta_beth,7.313455770330008,7.313455770330008
