coefficients,original_coefficients,savings_coefficients
beta_base,0.4163301374769222,0.352
beta_cdd,0.008615761076670874,0.008615761076670874
beta_betc,16.312552936846696,16.312552936846696
beta_hdd,,
beta_beth,,
