coefficients,original_coefficients,savings_coefficients
beta_base,0.39369372138249137,0.25805
beta_cdd,0.012386788966697869,0.010372
beta_betc,20.608809600542425,20.608809600542425
beta_hdd,0.010959697172255716,0.0
beta_beth,14.727527691943555,13.647746
