Datetime,Temperature
2018-01-02 00:47:00+00:00,28.4
2018-01-20 00:37:00+00:00,23.0
2018-02-04 19:37:00+00:00,12.2
2018-02-19 21:12:00+00:00,28.4
2018-02-20 00:39:00+00:00,32.0
2018-02-28 11:29:00+00:00,50.0
2018-02-28 13:20:00+00:00,44.6
2018-03-03 03:26:00+00:00,64.4
2018-03-07 16:19:00+00:00,42.8
2018-03-14 22:26:00+00:00,51.8
2018-03-23 02:34:00+00:00,68.0
2018-03-23 04:11:00+00:00,71.6
2018-03-23 13:31:00+00:00,62.6
2018-03-23 13:45:00+00:00,62.6
2018-03-23 14:04:00+00:00,62.6
2018-03-29 03:22:00+00:00,64.4
2018-04-01 09:38:00+00:00,80.6
2018-04-04 17:32:00+00:00,37.4
2018-04-07 06:07:00+00:00,57.2
2018-04-07 06:12:00+00:00,57.2
2018-04-07 23:49:00+00:00,59.0
2018-04-08 01:47:00+00:00,60.8
2018-04-10 13:27:00+00:00,64.4
2018-04-16 02:37:00+00:00,68.0
2018-04-18 05:28:00+00:00,86.0
2018-04-19 09:38:00+00:00,89.6
2018-04-20 02:16:00+00:00,86.0
2018-04-21 06:38:00+00:00,86.0
2018-04-21 07:37:00+00:00,86.0
2018-04-29 01:19:00+00:00,78.8
2018-04-30 14:22:00+00:00,68.0
2018-04-30 15:36:00+00:00,66.2
2018-04-30 17:24:00+00:00,64.4
2018-04-30 22:21:00+00:00,62.6
2018-05-01 11:31:00+00:00,64.4
2018-05-01 11:45:00+00:00,62.6
2018-05-01 12:18:00+00:00,60.8
2018-05-02 00:36:00+00:00,55.4
2018-05-02 20:46:00+00:00,59.0
2018-05-10 05:40:00+00:00,84.2
2018-05-15 07:17:00+00:00,77.0
2018-05-15 07:32:00+00:00,73.4
2018-05-15 07:40:00+00:00,73.4
2018-05-15 09:21:00+00:00,73.4
2018-05-15 09:24:00+00:00,73.4
2018-05-15 11:06:00+00:00,73.4
2018-05-15 11:24:00+00:00,73.4
2018-05-15 23:27:00+00:00,73.4
2018-05-15 23:33:00+00:00,73.4
2018-05-15 23:41:00+00:00,69.8
2018-05-16 00:26:00+00:00,71.6
2018-05-16 02:11:00+00:00,73.4
2018-05-31 06:19:00+00:00,91.4
2018-05-31 06:24:00+00:00,91.4
2018-06-02 10:33:00+00:00,86.0
