Datetime,Temperature
2018-01-01 21:00:00+00:00,46.6
2018-01-02 03:00:00+00:00,51.8
2018-01-02 09:00:00+00:00,53.1
2018-01-02 15:00:00+00:00,52.2
2018-01-02 21:00:00+00:00,49.5
2018-01-03 03:00:00+00:00,48.2
2018-01-03 09:00:00+00:00,45.9
2018-01-03 15:00:00+00:00,42.8
2018-01-03 21:00:00+00:00,39.6
2018-01-04 03:00:00+00:00,40.3
2018-01-04 09:00:00+00:00,39.6
2018-01-04 15:00:00+00:00,39.6
2018-01-04 21:00:00+00:00,40.3
2018-01-05 03:00:00+00:00,42.3
2018-01-05 09:00:00+00:00,41.0
2018-01-05 15:00:00+00:00,38.7
2018-01-05 21:00:00+00:00,37.4
2018-01-06 03:00:00+00:00,37.8
2018-01-06 09:00:00+00:00,36.9
2018-01-06 15:00:00+00:00,37.8
2018-01-06 21:00:00+00:00,38.7
2018-01-07 03:00:00+00:00,43.7
2018-01-07 09:00:00+00:00,45.7
2018-01-07 15:00:00+00:00,45.0
2018-01-07 21:00:00+00:00,40.3
2018-01-08 03:00:00+00:00,39.6
2018-01-08 09:00:00+00:00,40.1
2018-01-08 15:00:00+00:00,36.7
2018-01-08 21:00:00+00:00,35.1
2018-01-09 03:00:00+00:00,41.4
2018-01-09 09:00:00+00:00,44.6
2018-01-09 15:00:00+00:00,39.6
2018-01-09 21:00:00+00:00,37.6
2018-01-10 03:00:00+00:00,45.5
2018-01-10 09:00:00+00:00,47.5
2018-01-10 15:00:00+00:00,37.4
2018-01-10 21:00:00+00:00,32.0
2018-01-11 03:00:00+00:00,41.0
2018-01-11 09:00:00+00:00,46.4
2018-01-11 15:00:00+00:00,38.7
2018-01-11 21:00:00+00:00,31.1
2018-01-12 03:00:00+00:00,37.8
2018-01-12 09:00:00+00:00,43.7
2018-01-12 15:00:00+00:00,34.9
2018-01-12 21:00:00+00:00,29.8
2018-01-13 03:00:00+00:00,36.7
2018-01-13 09:00:00+00:00,44.6
2018-01-13 15:00:00+00:00,35.6
2018-01-13 21:00:00+00:00,36.0
2018-01-14 03:00:00+00:00,44.6
2018-01-14 09:00:00+00:00,52.9
2018-01-14 15:00:00+00:00,41.9
2018-01-14 21:00:00+00:00,37.6
2018-01-15 03:00:00+00:00,45.7
2018-01-15 09:00:00+00:00,59.2
2018-01-15 15:00:00+00:00,49.5
2018-01-15 21:00:00+00:00,48.4
2018-01-16 03:00:00+00:00,52.0
2018-01-16 09:00:00+00:00,54.9
2018-01-16 15:00:00+00:00,50.9
2018-01-16 21:00:00+00:00,49.1
2018-01-17 03:00:00+00:00,54.7
2018-01-17 09:00:00+00:00,61.0
2018-01-17 15:00:00+00:00,51.1
2018-01-17 21:00:00+00:00,45.9
2018-01-18 03:00:00+00:00,50.2
2018-01-18 09:00:00+00:00,50.4
2018-01-18 15:00:00+00:00,47.7
2018-01-18 21:00:00+00:00,47.3
2018-01-19 03:00:00+00:00,50.9
2018-01-19 09:00:00+00:00,51.3
2018-01-19 15:00:00+00:00,48.6
2018-01-19 21:00:00+00:00,47.7
2018-01-20 03:00:00+00:00,49.1
2018-01-20 09:00:00+00:00,48.6
2018-01-20 15:00:00+00:00,46.8
2018-01-20 21:00:00+00:00,45.5
2018-01-21 03:00:00+00:00,46.6
2018-01-21 09:00:00+00:00,45.9
2018-01-21 15:00:00+00:00,45.5
2018-01-21 21:00:00+00:00,45.0
2018-01-22 03:00:00+00:00,52.2
2018-01-22 09:00:00+00:00,54.5
2018-01-22 15:00:00+00:00,45.0
2018-01-22 21:00:00+00:00,42.3
2018-01-23 03:00:00+00:00,47.3
2018-01-23 09:00:00+00:00,46.4
2018-01-23 15:00:00+00:00,40.5
2018-01-23 21:00:00+00:00,37.6
2018-01-24 03:00:00+00:00,36.5
2018-01-24 09:00:00+00:00,34.0
2018-01-24 15:00:00+00:00,32.9
2018-01-24 21:00:00+00:00,32.4
2018-01-25 03:00:00+00:00,33.1
2018-01-25 09:00:00+00:00,33.8
2018-01-25 15:00:00+00:00,32.2
2018-01-25 21:00:00+00:00,31.6
2018-01-26 03:00:00+00:00,32.0
2018-01-26 09:00:00+00:00,31.1
2018-01-26 15:00:00+00:00,29.8
2018-01-26 21:00:00+00:00,29.3
2018-01-27 03:00:00+00:00,30.2
2018-01-27 09:00:00+00:00,32.0
2018-01-27 15:00:00+00:00,33.1
2018-01-27 21:00:00+00:00,34.0
2018-01-28 03:00:00+00:00,34.0
2018-01-28 09:00:00+00:00,34.2
2018-01-28 15:00:00+00:00,32.4
2018-01-28 21:00:00+00:00,31.3
2018-01-29 03:00:00+00:00,31.6
2018-01-29 09:00:00+00:00,34.7
2018-01-29 15:00:00+00:00,29.3
2018-01-29 21:00:00+00:00,27.5
2018-01-30 03:00:00+00:00,35.1
2018-01-30 09:00:00+00:00,38.3
2018-01-30 15:00:00+00:00,33.8
2018-01-30 21:00:00+00:00,31.3
2018-01-31 03:00:00+00:00,32.0
2018-01-31 09:00:00+00:00,33.1
2018-01-31 15:00:00+00:00,32.4
2018-01-31 21:00:00+00:00,29.3
2018-02-01 03:00:00+00:00,34.2
2018-02-01 09:00:00+00:00,39.4
2018-02-01 15:00:00+00:00,32.2
2018-02-01 21:00:00+00:00,29.8
2018-02-02 03:00:00+00:00,38.7
2018-02-02 09:00:00+00:00,44.8
2018-02-02 15:00:00+00:00,36.5
2018-02-02 21:00:00+00:00,33.1
2018-02-03 03:00:00+00:00,35.6
2018-02-03 09:00:00+00:00,39.2
2018-02-03 15:00:00+00:00,31.1
2018-02-03 21:00:00+00:00,26.2
2018-02-04 03:00:00+00:00,32.0
2018-02-04 09:00:00+00:00,38.5
2018-02-04 15:00:00+00:00,33.8
2018-02-04 21:00:00+00:00,28.6
2018-02-05 03:00:00+00:00,36.9
2018-02-05 09:00:00+00:00,44.6
2018-02-05 15:00:00+00:00,32.4
2018-02-05 21:00:00+00:00,28.4
2018-02-06 03:00:00+00:00,38.7
2018-02-06 09:00:00+00:00,45.0
2018-02-06 15:00:00+00:00,36.5
2018-02-06 21:00:00+00:00,31.6
2018-02-07 03:00:00+00:00,39.2
2018-02-07 09:00:00+00:00,43.9
2018-02-07 15:00:00+00:00,36.7
2018-02-07 21:00:00+00:00,32.0
2018-02-08 03:00:00+00:00,42.1
2018-02-08 09:00:00+00:00,51.1
2018-02-08 15:00:00+00:00,41.4
2018-02-08 21:00:00+00:00,41.4
2018-02-09 03:00:00+00:00,44.1
2018-02-09 09:00:00+00:00,44.8
2018-02-09 15:00:00+00:00,43.2
2018-02-09 21:00:00+00:00,42.3
2018-02-10 03:00:00+00:00,45.0
2018-02-10 09:00:00+00:00,41.2
2018-02-10 15:00:00+00:00,39.2
2018-02-10 21:00:00+00:00,34.7
2018-02-11 03:00:00+00:00,42.1
2018-02-11 09:00:00+00:00,49.1
2018-02-11 15:00:00+00:00,39.6
2018-02-11 21:00:00+00:00,33.8
2018-02-12 03:00:00+00:00,45.7
2018-02-12 09:00:00+00:00,53.1
2018-02-12 15:00:00+00:00,39.2
2018-02-12 21:00:00+00:00,33.1
2018-02-13 03:00:00+00:00,44.1
2018-02-13 09:00:00+00:00,56.3
2018-02-13 15:00:00+00:00,43.2
2018-02-13 21:00:00+00:00,38.7
2018-02-14 03:00:00+00:00,48.2
2018-02-14 09:00:00+00:00,53.8
2018-02-14 15:00:00+00:00,50.4
2018-02-14 21:00:00+00:00,49.1
2018-02-15 03:00:00+00:00,54.0
2018-02-15 09:00:00+00:00,50.2
2018-02-15 15:00:00+00:00,46.4
2018-02-15 21:00:00+00:00,44.6
2018-02-16 03:00:00+00:00,45.9
2018-02-16 09:00:00+00:00,47.7
2018-02-16 15:00:00+00:00,46.8
2018-02-16 21:00:00+00:00,45.9
2018-02-17 03:00:00+00:00,47.3
2018-02-17 09:00:00+00:00,53.1
2018-02-17 15:00:00+00:00,46.4
2018-02-17 21:00:00+00:00,44.1
2018-02-18 03:00:00+00:00,50.9
2018-02-18 09:00:00+00:00,54.0
2018-02-18 15:00:00+00:00,51.3
2018-02-18 21:00:00+00:00,48.2
2018-02-19 03:00:00+00:00,50.4
2018-02-19 09:00:00+00:00,46.4
2018-02-19 15:00:00+00:00,45.0
2018-02-19 21:00:00+00:00,43.9
2018-02-20 03:00:00+00:00,44.8
2018-02-20 09:00:00+00:00,42.3
2018-02-20 21:00:00+00:00,40.1
2018-02-21 03:00:00+00:00,43.2
2018-02-21 09:00:00+00:00,42.3
2018-02-21 15:00:00+00:00,39.4
2018-02-21 21:00:00+00:00,39.6
2018-02-22 03:00:00+00:00,44.6
2018-02-22 09:00:00+00:00,46.6
2018-02-22 15:00:00+00:00,40.5
2018-02-22 21:00:00+00:00,40.5
2018-02-23 03:00:00+00:00,46.6
2018-02-23 09:00:00+00:00,52.7
2018-02-23 15:00:00+00:00,44.1
2018-02-23 21:00:00+00:00,43.9
2018-02-24 03:00:00+00:00,46.4
2018-02-24 09:00:00+00:00,47.3
2018-02-24 15:00:00+00:00,47.3
2018-02-24 21:00:00+00:00,45.9
2018-02-25 03:00:00+00:00,49.3
2018-02-25 09:00:00+00:00,49.5
2018-02-25 15:00:00+00:00,46.8
2018-02-25 21:00:00+00:00,45.9
2018-02-26 03:00:00+00:00,50.4
2018-02-26 09:00:00+00:00,57.2
2018-02-26 15:00:00+00:00,46.4
2018-02-26 21:00:00+00:00,42.8
2018-02-27 03:00:00+00:00,46.4
2018-02-27 09:00:00+00:00,59.0
2018-02-27 15:00:00+00:00,52.0
2018-02-27 21:00:00+00:00,50.4
2018-02-28 03:00:00+00:00,59.4
2018-02-28 09:00:00+00:00,61.0
2018-02-28 15:00:00+00:00,49.5
2018-02-28 21:00:00+00:00,45.5
2018-03-01 03:00:00+00:00,48.6
2018-03-01 09:00:00+00:00,66.2
2018-03-01 15:00:00+00:00,50.9
2018-03-01 21:00:00+00:00,44.1
2018-03-02 03:00:00+00:00,45.9
2018-03-02 09:00:00+00:00,49.1
2018-03-02 15:00:00+00:00,48.6
2018-03-02 21:00:00+00:00,47.7
2018-03-03 03:00:00+00:00,53.6
2018-03-03 09:00:00+00:00,67.1
2018-03-03 15:00:00+00:00,58.1
2018-03-03 21:00:00+00:00,54.9
2018-03-04 03:00:00+00:00,59.0
2018-03-04 09:00:00+00:00,77.2
2018-03-04 15:00:00+00:00,61.9
2018-03-04 21:00:00+00:00,58.1
2018-03-05 03:00:00+00:00,47.7
2018-03-05 09:00:00+00:00,48.4
2018-03-05 15:00:00+00:00,47.3
2018-03-05 21:00:00+00:00,42.8
2018-03-06 03:00:00+00:00,49.5
2018-03-06 09:00:00+00:00,49.5
2018-03-06 15:00:00+00:00,43.2
2018-03-06 21:00:00+00:00,43.7
2018-03-07 03:00:00+00:00,45.9
2018-03-07 09:00:00+00:00,47.3
2018-03-07 15:00:00+00:00,46.6
2018-03-07 21:00:00+00:00,45.9
2018-03-08 03:00:00+00:00,47.7
2018-03-08 09:00:00+00:00,50.0
2018-03-08 15:00:00+00:00,42.3
2018-03-08 21:00:00+00:00,39.2
2018-03-09 03:00:00+00:00,49.1
2018-03-09 09:00:00+00:00,55.6
2018-03-09 15:00:00+00:00,43.2
2018-03-09 21:00:00+00:00,41.0
2018-03-10 03:00:00+00:00,47.7
2018-03-10 09:00:00+00:00,65.7
2018-03-10 15:00:00+00:00,48.6
2018-03-10 21:00:00+00:00,43.0
2018-03-11 03:00:00+00:00,54.0
2018-03-11 09:00:00+00:00,68.4
2018-03-11 15:00:00+00:00,60.3
2018-03-11 21:00:00+00:00,52.7
2018-03-12 03:00:00+00:00,57.2
2018-03-12 09:00:00+00:00,70.0
2018-03-12 15:00:00+00:00,53.6
2018-03-12 21:00:00+00:00,48.4
2018-03-13 03:00:00+00:00,60.3
2018-03-13 09:00:00+00:00,74.7
2018-03-13 15:00:00+00:00,58.5
2018-03-13 21:00:00+00:00,54.0
2018-03-14 03:00:00+00:00,60.1
2018-03-14 09:00:00+00:00,61.2
2018-03-14 15:00:00+00:00,57.4
2018-03-14 21:00:00+00:00,56.7
2018-03-15 03:00:00+00:00,59.0
2018-03-15 09:00:00+00:00,67.1
2018-03-15 15:00:00+00:00,59.9
2018-03-15 21:00:00+00:00,56.3
2018-03-16 03:00:00+00:00,48.6
2018-03-16 09:00:00+00:00,45.9
2018-03-16 15:00:00+00:00,43.9
2018-03-16 21:00:00+00:00,44.1
2018-03-17 03:00:00+00:00,54.9
2018-03-17 09:00:00+00:00,62.1
2018-03-17 15:00:00+00:00,57.2
2018-03-17 21:00:00+00:00,54.5
2018-03-18 03:00:00+00:00,55.4
2018-03-18 09:00:00+00:00,56.3
2018-03-18 15:00:00+00:00,55.8
2018-03-18 21:00:00+00:00,54.9
2018-03-19 03:00:00+00:00,53.1
2018-03-19 09:00:00+00:00,53.6
2018-03-19 15:00:00+00:00,48.6
2018-03-19 21:00:00+00:00,47.3
2018-03-20 03:00:00+00:00,47.5
2018-03-20 09:00:00+00:00,47.7
2018-03-20 15:00:00+00:00,46.4
2018-03-20 21:00:00+00:00,44.8
2018-03-21 03:00:00+00:00,48.2
2018-03-21 09:00:00+00:00,52.2
2018-03-21 15:00:00+00:00,43.2
2018-03-21 21:00:00+00:00,42.3
2018-03-22 03:00:00+00:00,50.4
2018-03-22 09:00:00+00:00,65.3
2018-03-22 15:00:00+00:00,51.1
2018-03-22 21:00:00+00:00,46.4
2018-03-23 03:00:00+00:00,54.9
2018-03-23 09:00:00+00:00,73.4
2018-03-23 15:00:00+00:00,54.9
2018-03-23 21:00:00+00:00,48.6
2018-03-24 03:00:00+00:00,61.9
2018-03-24 09:00:00+00:00,67.1
2018-03-24 15:00:00+00:00,58.5
2018-03-24 21:00:00+00:00,55.8
2018-03-25 03:00:00+00:00,60.8
2018-03-25 09:00:00+00:00,64.6
2018-03-25 15:00:00+00:00,58.1
2018-03-25 21:00:00+00:00,55.8
2018-03-26 03:00:00+00:00,59.4
2018-03-26 09:00:00+00:00,64.6
2018-03-26 15:00:00+00:00,56.5
2018-03-26 21:00:00+00:00,55.4
2018-03-27 03:00:00+00:00,60.8
2018-03-27 09:00:00+00:00,75.2
2018-03-27 15:00:00+00:00,58.5
2018-03-27 21:00:00+00:00,53.8
2018-03-28 03:00:00+00:00,63.9
2018-03-28 09:00:00+00:00,79.9
2018-03-28 15:00:00+00:00,62.1
2018-03-28 21:00:00+00:00,57.2
2018-03-29 03:00:00+00:00,67.5
2018-03-29 09:00:00+00:00,77.2
2018-03-29 15:00:00+00:00,70.9
2018-03-29 21:00:00+00:00,62.6
2018-03-30 03:00:00+00:00,76.5
2018-03-30 09:00:00+00:00,80.1
2018-03-30 15:00:00+00:00,68.2
2018-03-30 21:00:00+00:00,60.3
2018-03-31 03:00:00+00:00,73.8
2018-03-31 09:00:00+00:00,81.5
2018-03-31 15:00:00+00:00,66.6
2018-03-31 21:00:00+00:00,60.3
2018-04-01 03:00:00+00:00,70.9
2018-04-01 09:00:00+00:00,77.4
2018-04-01 15:00:00+00:00,68.4
2018-04-01 21:00:00+00:00,62.1
2018-04-02 03:00:00+00:00,68.2
2018-04-02 09:00:00+00:00,65.7
2018-04-02 15:00:00+00:00,63.5
2018-04-02 21:00:00+00:00,62.8
2018-04-03 03:00:00+00:00,70.0
2018-04-03 09:00:00+00:00,75.4
2018-04-03 15:00:00+00:00,68.0
2018-04-03 21:00:00+00:00,65.7
2018-04-04 03:00:00+00:00,71.6
2018-04-04 09:00:00+00:00,64.6
2018-04-04 15:00:00+00:00,58.5
2018-04-04 21:00:00+00:00,56.5
2018-04-05 03:00:00+00:00,56.5
2018-04-05 09:00:00+00:00,56.5
2018-04-05 15:00:00+00:00,49.1
2018-04-05 21:00:00+00:00,47.5
2018-04-06 03:00:00+00:00,57.6
2018-04-06 09:00:00+00:00,59.2
2018-04-06 15:00:00+00:00,54.9
2018-04-06 21:00:00+00:00,47.7
2018-04-07 03:00:00+00:00,55.8
2018-04-07 09:00:00+00:00,63.5
2018-04-07 15:00:00+00:00,48.6
2018-04-07 21:00:00+00:00,42.8
2018-04-08 03:00:00+00:00,62.1
2018-04-08 09:00:00+00:00,72.9
2018-04-08 15:00:00+00:00,56.7
2018-04-08 21:00:00+00:00,49.5
2018-04-09 03:00:00+00:00,63.5
2018-04-09 09:00:00+00:00,79.7
2018-04-09 15:00:00+00:00,61.0
2018-04-09 21:00:00+00:00,54.0
2018-04-10 03:00:00+00:00,69.8
2018-04-10 09:00:00+00:00,86.4
2018-04-10 15:00:00+00:00,69.1
2018-04-10 21:00:00+00:00,61.7
2018-04-11 03:00:00+00:00,72.0
2018-04-11 09:00:00+00:00,81.5
2018-04-11 15:00:00+00:00,74.5
2018-04-11 21:00:00+00:00,66.4
2018-04-12 03:00:00+00:00,65.3
2018-04-12 09:00:00+00:00,68.0
2018-04-12 15:00:00+00:00,64.8
2018-04-12 21:00:00+00:00,62.6
2018-04-13 03:00:00+00:00,65.7
2018-04-13 09:00:00+00:00,66.6
2018-04-13 15:00:00+00:00,62.8
2018-04-13 21:00:00+00:00,63.7
2018-04-14 03:00:00+00:00,57.6
2018-04-14 09:00:00+00:00,53.1
2018-04-14 15:00:00+00:00,52.2
2018-04-14 21:00:00+00:00,52.2
2018-04-15 03:00:00+00:00,59.9
2018-04-15 09:00:00+00:00,64.8
2018-04-15 15:00:00+00:00,57.6
2018-04-15 21:00:00+00:00,54.0
2018-04-16 03:00:00+00:00,58.5
2018-04-16 09:00:00+00:00,61.2
2018-04-16 15:00:00+00:00,52.9
2018-04-16 21:00:00+00:00,49.5
2018-04-17 03:00:00+00:00,59.2
2018-04-17 09:00:00+00:00,71.6
2018-04-17 15:00:00+00:00,57.4
