Datetime,Temperature
2015-02-09 16:00:00+00:00,37.4
2015-03-22 11:00:00+00:00,44.6
2015-03-23 17:00:00+00:00,33.8
2015-12-10 00:30:00+00:00,42.8
2015-12-12 23:50:00+00:00,23.0
2015-12-22 22:42:00+00:00,23.0
2015-12-22 23:13:00+00:00,24.8
2015-12-23 00:47:00+00:00,26.6
2015-12-23 02:13:00+00:00,33.8
2015-12-23 02:20:00+00:00,33.8
2015-12-23 02:43:00+00:00,33.8
2015-12-23 09:23:00+00:00,30.2
2015-12-23 09:33:00+00:00,30.2
2015-12-23 23:31:00+00:00,28.4
2015-12-23 23:47:00+00:00,28.4
2015-12-24 02:15:00+00:00,30.2
2015-12-24 11:51:00+00:00,30.2
2015-12-25 01:24:00+00:00,28.4
2015-12-25 04:13:00+00:00,46.4
2015-12-30 03:34:00+00:00,33.8
2015-12-31 01:40:00+00:00,32.0
